sender.location,sender.latitude,sender.longitude,receiver.location,receiver.latitude,receiver.longitude,date,sender.country,receiver.country,journey
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-04-08,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-04-25,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-10-05,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-05-31,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-06-25,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-07-30,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-08-18,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-09-13,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-09-28,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-10-02,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-10-10,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-11-08,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-11-19,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-12-21,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-12-28,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-01-12,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-01-27,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-03-04,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-03-24,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-04-21,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-05-16,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-05-13,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-05-16,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-06-12,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-06-20,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-07-04,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-07-25,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-08-15,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-08-30,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-09-15,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1967-02-18,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1968-01-24,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1968-02-28,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1968-09-30,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1968-10-27,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-05-31,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, Yellowstone (WY)",44.427963,-110.588455,"GDR, Zwickau",50.710217,12.473372,1964-09-20,USA,GDR,44.427963 -110.588455 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1947-12-14,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1964-08-31,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1964-11-14,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1964-12-30,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-02-25,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-05-31,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1965-10-01,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-03-24,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-07-04,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-08-15,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, New York (NY)",40.712784,-74.005941000000007,"GDR, Zwickau",50.710217,12.473372,1966-12-01,USA,GDR,40.712784 -74.005941 50.710217 12.473372
"USA, Trenton (NJ)",40.217053,-74.742938,"DEU, Mühlhausen (TH)",51.209865,10.4571,1852-03-18,USA,DEU,40.217053 -74.742938 51.209865 10.4571
"USA, Trenton (NJ)",40.217053,-74.742938,"DEU, Mühlhausen (TH)",51.209865,10.4571,1853-02-07,USA,DEU,40.217053 -74.742938 51.209865 10.4571
"USA, Trenton (NJ)",40.217053,-74.742938,"DEU, Mühlhausen (TH)",51.209865,10.4571,1856-11-28,USA,DEU,40.217053 -74.742938 51.209865 10.4571
"USA, Trenton (NJ)",40.217053,-74.742938,"DEU, Mühlhausen (TH)",51.209865,10.4571,1860-04-29,USA,DEU,40.217053 -74.742938 51.209865 10.4571
"USA, Trenton (NJ)",40.217053,-74.742938,"DEU, Mühlhausen (TH)",51.209865,10.4571,1861-03-03,USA,DEU,40.217053 -74.742938 51.209865 10.4571
"USA, Trenton (NJ)",40.217053,-74.742938,"DEU, Mühlhausen (TH)",51.209865,10.4571,1861-11-10,USA,DEU,40.217053 -74.742938 51.209865 10.4571
"USA, Trenton (NJ)",40.217053,-74.742938,"DEU, Mühlhausen (TH)",51.209865,10.4571,1862-06-05,USA,DEU,40.217053 -74.742938 51.209865 10.4571
"USA, Trenton (NJ)",40.217053,-74.742938,"DEU, Mühlhausen (TH)",51.209865,10.4571,1868-06-03,USA,DEU,40.217053 -74.742938 51.209865 10.4571
"DEU, Erfurt (TH)",50.984768,11.02988,"DEU, Mühlhausen (TH)",51.209865,10.4571,1841-05-07,DEU,DEU,50.984768 11.02988 51.209865 10.4571
"USA, Perry (OK)",36.289486,-97.288098,"DEU, Jena (TH)",50.927054,11.589237,1926-02-24,USA,DEU,36.289486 -97.288098 50.927054 11.589237
"USA, Shamrock (OK)",35.910069,-96.583905,"DEU, Jena (TH)",50.927054,11.589237,1926-04-05,USA,DEU,35.910069 -96.583905 50.927054 11.589237
"USA, Perry (OK)",36.289486,-97.288098,"DEU, Jena (TH)",50.927054,11.589237,1926-05-22,USA,DEU,36.289486 -97.288098 50.927054 11.589237
"USA, Midford (OK)",36.806973,-97.733664,"DEU, Jena (TH)",50.927054,11.589237,1926-06-30,USA,DEU,36.806973 -97.733664 50.927054 11.589237
"USA, Wellington (KS)",37.2653,-97.371712,"DEU, Jena (TH)",50.927054,11.589237,1926-10-22,USA,DEU,37.2653 -97.371712 50.927054 11.589237
"USA, Rochester (NY)",43.16103,-77.610922,"DEU, Jena (TH)",50.927054,11.589237,1947-06-11,USA,DEU,43.16103 -77.610922 50.927054 11.589237
"USA, Rochester (NY)",43.16103,-77.610922,"DEU, Jena (TH)",50.927054,11.589237,1947-10-06,USA,DEU,43.16103 -77.610922 50.927054 11.589237
"USA, Rochester (NY)",43.16103,-77.610922,"DEU, Jena (TH)",50.927054,11.589237,1928-05-30,USA,DEU,43.16103 -77.610922 50.927054 11.589237
"USA, Rochester (NY)",43.16103,-77.610922,"DEU, Jena (TH)",50.927054,11.589237,1928-06-26,USA,DEU,43.16103 -77.610922 50.927054 11.589237
"USA, Rochester (NY)",43.16103,-77.610922,"DEU, Jena (TH)",50.927054,11.589237,1928-09-09,USA,DEU,43.16103 -77.610922 50.927054 11.589237
"USA, Rochester (NY)",43.16103,-77.610922,"DEU, Jena (TH)",50.927054,11.589237,1928-12-16,USA,DEU,43.16103 -77.610922 50.927054 11.589237
"USA, Rochester (NY)",43.16103,-77.610922,"DEU, Jena (TH)",50.927054,11.589237,1929-05-03,USA,DEU,43.16103 -77.610922 50.927054 11.589237
"USA, Rochester (NY)",43.16103,-77.610922,"DEU, Jena (TH)",50.927054,11.589237,1930-07-21,USA,DEU,43.16103 -77.610922 50.927054 11.589237
"USA, Pittsburgh (PN)",40.440625,-79.995886,"DEU, Jena (TH)",50.927054,11.589237,1932-07-29,USA,DEU,40.440625 -79.995886 50.927054 11.589237
"USA, Pittsburgh (PN)",40.440625,-79.995886,"DEU, Jena (TH)",50.927054,11.589237,1932-12-07,USA,DEU,40.440625 -79.995886 50.927054 11.589237
"USA, Pittsburgh (PN)",40.440625,-79.995886,"DEU, Jena (TH)",50.927054,11.589237,1933-08-03,USA,DEU,40.440625 -79.995886 50.927054 11.589237
"USA, Pittsburgh (PN)",40.440625,-79.995886,"DEU, Jena (TH)",50.927054,11.589237,1934-06-26,USA,DEU,40.440625 -79.995886 50.927054 11.589237
"USA, Pittsburgh (PN)",40.440625,-79.995886,"DEU, Jena (TH)",50.927054,11.589237,1935-02-09,USA,DEU,40.440625 -79.995886 50.927054 11.589237
"USA, Pittsburgh (PN)",40.440625,-79.995886,"DEU, Jena (TH)",50.927054,11.589237,1937-12-19,USA,DEU,40.440625 -79.995886 50.927054 11.589237
"USA, Brownfield (TX)",33.181204,-102.274349,"DEU, Jena (TH)",50.927054,11.589237,1938-12-10,USA,DEU,33.181204 -102.274349 50.927054 11.589237
"USA, Plainview (TX)",34.184794,-101.706842,"DEU, Jena (TH)",50.927054,11.589237,1947-05-15,USA,DEU,34.184794 -101.706842 50.927054 11.589237
"USA, Plainview (TX)",34.184794,-101.706842,"DEU, Jena (TH)",50.927054,11.589237,1947-11-20,USA,DEU,34.184794 -101.706842 50.927054 11.589237
"USA, Lubbock (TX)",33.577863,-101.855166,"DEU, Jena (TH)",50.927054,11.589237,1948-01-05,USA,DEU,33.577863 -101.855166 50.927054 11.589237
"USA, Lubbock (TX)",33.577863,-101.855166,"DEU, Jena (TH)",50.927054,11.589237,1948-04-21,USA,DEU,33.577863 -101.855166 50.927054 11.589237
"USA, Sweetwater (TX)",32.470952,-100.405938,"DEU, Jena (TH)",50.927054,11.589237,1948-06-07,USA,DEU,32.470952 -100.405938 50.927054 11.589237
"USA, Sweetwater (TX)",32.470952,-100.405938,"DEU, Jena (TH)",50.927054,11.589237,1948-08-09,USA,DEU,32.470952 -100.405938 50.927054 11.589237
"USA, Lubbock (TX)",33.577863,-101.855166,"DEU, Jena (TH)",50.927054,11.589237,1948-10-18,USA,DEU,33.577863 -101.855166 50.927054 11.589237
"USA, Spur (TX)",33.476477,-100.855686,"DEU, Jena (TH)",50.927054,11.589237,1949-01-22,USA,DEU,33.476477 -100.855686 50.927054 11.589237
"USA, Haskell (TX)",33.157603,-99.733701,"DEU, Jena (TH)",50.927054,11.589237,1949-05-06,USA,DEU,33.157603 -99.733701 50.927054 11.589237
"USA, Lubbock (TX)",33.577863,-101.855166,"DEU, Jena (TH)",50.927054,11.589237,1949-07-13,USA,DEU,33.577863 -101.855166 50.927054 11.589237
"USA, Lamesa (TX)",32.7376,-101.950992,"DEU, Jena (TH)",50.927054,11.589237,1949-08-25,USA,DEU,32.7376 -101.950992 50.927054 11.589237
"USA, Lamesa (TX)",32.7376,-101.950992,"DEU, Jena (TH)",50.927054,11.589237,1949-11-06,USA,DEU,32.7376 -101.950992 50.927054 11.589237
"USA, Lamesa (TX)",32.7376,-101.950992,"DEU, Jena (TH)",50.927054,11.589237,1949-12-21,USA,DEU,32.7376 -101.950992 50.927054 11.589237
"USA, Rochester (NY)",43.16103,-77.610922,"DEU, Jena (TH)",50.927054,11.589237,1950-07-04,USA,DEU,43.16103 -77.610922 50.927054 11.589237
"USA, Lubbock (TX)",33.577863,-101.855166,"DEU, Jena (TH)",50.927054,11.589237,1950-11-12,USA,DEU,33.577863 -101.855166 50.927054 11.589237
"USA, Big Spring (TX)",32.250398,-101.478735,"DEU, Jena (TH)",50.927054,11.589237,1951-01-05,USA,DEU,32.250398 -101.478735 50.927054 11.589237
"USA, Haskell (TX)",33.157603,-99.733701,"DEU, Jena (TH)",50.927054,11.589237,1951-03-19,USA,DEU,33.157603 -99.733701 50.927054 11.589237
"USA, Seymour (TX)",33.594261,-99.260353,"DEU, Jena (TH)",50.927054,11.589237,1951-04-08,USA,DEU,33.594261 -99.260353 50.927054 11.589237
"USA, Seymour (TX)",33.594261,-99.260353,"DEU, Jena (TH)",50.927054,11.589237,1951-05-28,USA,DEU,33.594261 -99.260353 50.927054 11.589237
"USA, Guanah (TX)",34.297855,-99.740372,"DEU, Jena (TH)",50.927054,11.589237,1951-11-20,USA,DEU,34.297855 -99.740372 50.927054 11.589237
"USA, Lubbock (TX)",33.577863,-101.855166,"DEU, Jena (TH)",50.927054,11.589237,1952-04-03,USA,DEU,33.577863 -101.855166 50.927054 11.589237
"USA, Perryto (TX)",36.400031,-100.802651,"DEU, Jena (TH)",50.927054,11.589237,1953-11-02,USA,DEU,36.400031 -100.802651 50.927054 11.589237
"USA, Burlington (CO)",39.306108,-102.269356,"DEU, Jena (TH)",50.927054,11.589237,1954-08-25,USA,DEU,39.306108 -102.269356 50.927054 11.589237
"USA, Stratton (CO)",39.303328,-102.604645,"DEU, Jena (TH)",50.927054,11.589237,1955-01-21,USA,DEU,39.303328 -102.604645 50.927054 11.589237
"USA, Ozona (TX)",30.702225,-101.201382,"DEU, Jena (TH)",50.927054,11.589237,1958-11-24,USA,DEU,30.702225 -101.201382 50.927054 11.589237
"USA, Ozona (TX)",30.702225,-101.201382,"DEU, Jena (TH)",50.927054,11.589237,1959-01-27,USA,DEU,30.702225 -101.201382 50.927054 11.589237
"USA, Seminole (TX)",32.718993,-102.64491,"DEU, Jena (TH)",50.927054,11.589237,1966-02-15,USA,DEU,32.718993 -102.64491 50.927054 11.589237
"USA, Seminole (TX)",32.718993,-102.64491,"DEU, Jena (TH)",50.927054,11.589237,1967-10-18,USA,DEU,32.718993 -102.64491 50.927054 11.589237
"USA, Seminole (TX)",32.718993,-102.64491,"DEU, Jena (TH)",50.927054,11.589237,1968-03-27,USA,DEU,32.718993 -102.64491 50.927054 11.589237
"DEU, Jena (TH)",50.927054,11.589237,"USA, Texas (various places)",33.079122,-96.730983,1949-06-03,DEU,USA,50.927054 11.589237 33.079122 -96.730983
"DEU, Jena (TH)",50.927054,11.589237,"USA, Texas (various places)",33.079122,-96.730983,1949-07-09,DEU,USA,50.927054 11.589237 33.079122 -96.730983
"DEU, Jena (TH)",50.927054,11.589237,"USA, Texas (various places)",33.079122,-96.730983,1951-03-22,DEU,USA,50.927054 11.589237 33.079122 -96.730983
"DEU, Jena (TH)",50.927054,11.589237,"USA, Texas (various places)",33.079122,-96.730983,1951-04-07,DEU,USA,50.927054 11.589237 33.079122 -96.730983
"DEU, Jena (TH)",50.927054,11.589237,"USA, Texas (various places)",33.079122,-96.730983,1951-04-11,DEU,USA,50.927054 11.589237 33.079122 -96.730983
"DEU, Jena (TH)",50.927054,11.589237,"USA, Texas (various places)",33.079122,-96.730983,1951-05-01,DEU,USA,50.927054 11.589237 33.079122 -96.730983
"DEU, Jena (TH)",50.927054,11.589237,"USA, Texas (various places)",33.079122,-96.730983,1951-06-18,DEU,USA,50.927054 11.589237 33.079122 -96.730983
"USA, Philadelphia (PA)",39.952584,-75.165222,"DEU, Lobenstein",50.449532,11.64425,1834-04-12,USA,DEU,39.952584 -75.165222 50.449532 11.64425
"USA, Philadelphia (PA)",39.952584,-75.165222,"DEU, Lobenstein",50.449532,11.64425,1836-01-21,USA,DEU,39.952584 -75.165222 50.449532 11.64425
"DEU, Lobenstein",50.449532,11.64425,"USA, Philadelphia (PA)",39.952584,-75.165222,1833-07-02,DEU,USA,50.449532 11.64425 39.952584 -75.165222
"DEU, Lobenstein",50.449532,11.64425,"USA, New York (NY)",40.712784,-74.005941000000007,1833-12-26,DEU,USA,50.449532 11.64425 40.712784 -74.005941
"USA, New York (NY)",40.712784,-74.005941000000007,"DEU, Lobenstein",50.449532,11.64425,1861-07-15,USA,DEU,40.712784 -74.005941 50.449532 11.64425
"USA, New York (NY)",40.712784,-74.005941000000007,"DEU, Lobenstein",50.449532,11.64425,1862-11-15,USA,DEU,40.712784 -74.005941 50.449532 11.64425
"DEU, Glasin",53.911305,11.73608,"USA, Sandy Crick (VI)",42.873573,-91.07783,1853-01-30,DEU,USA,53.911305 11.73608 42.873573 -91.07783
"DEU, Glasin",53.911305,11.73608,"USA, Sandy Crick (VI)",42.873573,-91.07783,1853-06-08,DEU,USA,53.911305 11.73608 42.873573 -91.07783
"DEU, Glasin",53.911305,11.73608,"USA, Bellville (VI)",42.151721,-83.531129,1857-08-11,DEU,USA,53.911305 11.73608 42.151721 -83.531129
"USA, Cleveland (OH)",41.49932,-81.694361,"DEU, Remptendorf (TH)",50.528715,11.659751,1861-09-12,USA,DEU,41.49932 -81.694361 50.528715 11.659751
"USA, Cleveland (OH)",41.49932,-81.694361,"DEU, Remptendorf (TH)",50.528715,11.659751,1862-05-26,USA,DEU,41.49932 -81.694361 50.528715 11.659751
"USA, Frederick  Maryland",39.414269,-77.410541,"DEU, Remptendorf (TH)",50.528715,11.659751,1862-07-16,USA,DEU,39.414269 -77.410541 50.528715 11.659751
"USA, Covington (KY)",39.083671,-84.508554,"DEU, Remptendorf (TH)",50.528715,11.659751,1862-09-22,USA,DEU,39.083671 -84.508554 50.528715 11.659751
"USA, Brooko Station",42.426241,-71.89524,"DEU, Remptendorf (TH)",50.528715,11.659751,1863-03-04,USA,DEU,42.426241 -71.89524 50.528715 11.659751
"USA, Ohio (OH)",40.417287,-82.907123,"DEU, Remptendorf (TH)",50.528715,11.659751,1863-03-30,USA,DEU,40.417287 -82.907123 50.528715 11.659751
"USA, Ohio (OH)",40.417287,-82.907123,"DEU, Remptendorf (TH)",50.528715,11.659751,1863-04-24,USA,DEU,40.417287 -82.907123 50.528715 11.659751
"USA, O. Folly Island (SC)",32.665642,-79.920669,"DEU, Remptendorf (TH)",50.528715,11.659751,1863-09-08,USA,DEU,32.665642 -79.920669 50.528715 11.659751
"USA, O. Folly Island (SC)",32.665642,-79.920669,"DEU, Remptendorf (TH)",50.528715,11.659751,1863-11-15,USA,DEU,32.665642 -79.920669 50.528715 11.659751
"USA, Fernandina (FL)",30.332184,-81.655651,"DEU, Remptendorf (TH)",50.528715,11.659751,1864-06-20,USA,DEU,30.332184 -81.655651 50.528715 11.659751
"USA, Fernandina (FL)",30.332184,-81.655651,"DEU, Remptendorf (TH)",50.528715,11.659751,1864-08-16,USA,DEU,30.332184 -81.655651 50.528715 11.659751
"USA, Fernandina (FL)",30.332184,-81.655651,"DEU, Remptendorf (TH)",50.528715,11.659751,1864-09-01,USA,DEU,30.332184 -81.655651 50.528715 11.659751
"USA, Fernandina (FL)",30.332184,-81.655651,"DEU, Remptendorf (TH)",50.528715,11.659751,1865-01-20,USA,DEU,30.332184 -81.655651 50.528715 11.659751
"USA, Fernandina (FL)",30.332184,-81.655651,"DEU, Remptendorf (TH)",50.528715,11.659751,1865-03-12,USA,DEU,30.332184 -81.655651 50.528715 11.659751
"USA, Fernandina (FL)",30.332184,-81.655651,"DEU, Remptendorf (TH)",50.528715,11.659751,1866-01-11,USA,DEU,30.332184 -81.655651 50.528715 11.659751
"USA, Jacksonville (FL)",30.332184,-81.655651,"DEU, Remptendorf (TH)",50.528715,11.659751,1866-03-12,USA,DEU,30.332184 -81.655651 50.528715 11.659751
"USA, St. Augustine (FL)",29.901244,-81.312434,"DEU, Remptendorf (TH)",50.528715,11.659751,1866-06-01,USA,DEU,29.901244 -81.312434 50.528715 11.659751
"USA, St. Augustine (FL)",29.901244,-81.312434,"DEU, Remptendorf (TH)",50.528715,11.659751,1867-03-24,USA,DEU,29.901244 -81.312434 50.528715 11.659751
"USA, St. Augustine (FL)",29.901244,-81.312434,"DEU, Remptendorf (TH)",50.528715,11.659751,1867-06-15,USA,DEU,29.901244 -81.312434 50.528715 11.659751
"USA, St. Augustine (FL)",29.901244,-81.312434,"DEU, Remptendorf (TH)",50.528715,11.659751,1867-10-23,USA,DEU,29.901244 -81.312434 50.528715 11.659751
"USA, St. Augustine (FL)",29.901244,-81.312434,"DEU, Remptendorf (TH)",50.528715,11.659751,1868-05-14,USA,DEU,29.901244 -81.312434 50.528715 11.659751
"DEU, Stuttgart",48.775846,9.182932,"DEU, Remptendorf (TH)",50.528715,11.659751,1907-08-21,DEU,DEU,48.775846 9.182932 50.528715 11.659751
"DEU, Berlin",52.520007,13.404954,"DEU, Remptendorf (TH)",50.528715,11.659751,1915-04-13,DEU,DEU,52.520007 13.404954 50.528715 11.659751
"USA, New York (NY)",40.712784,-74.005941000000007,"DEU, Remptendorf (TH)",50.528715,11.659751,1916-02-18,USA,DEU,40.712784 -74.005941 50.528715 11.659751
"USA, New York (NY)",40.712784,-74.005941000000007,"DEU, Remptendorf (TH)",50.528715,11.659751,1928-09-03,USA,DEU,40.712784 -74.005941 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1952-11-20,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1953-06-15,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1953-12-19,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1956-12-10,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1957-02-14,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1957-05-31,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1957-09-19,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1958-09-05,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1958-12-17,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1960-12-31,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1961-01-20,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1963-02-11,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1963-12-03,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1964-12-14,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1965-01-05,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1965-09-17,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1965-11-30,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Blue Ridge Summit (PA)",39.724262,-77.471378,"DEU, Remptendorf (TH)",50.528715,11.659751,1966-10-14,USA,DEU,39.724262 -77.471378 50.528715 11.659751
"USA, Chicago (IL)",41.878114,-87.629798,"DEU, Remptendorf (TH)",50.528715,11.659751,1908-05-05,USA,DEU,41.878114 -87.629798 50.528715 11.659751
